timestamp,pos_des_x,pos_des_y,pos_des_z,pos_cur_x,pos_cur_y,pos_cur_z,quat_x,quat_y,quat_z,quat_w,vel_des_x,vel_des_y,vel_des_z,vel_cur_x,vel_cur_y,vel_cur_z,fb_acc_x,fb_acc_y,fb_acc_z,cmd_acc_x,cmd_acc_y,cmd_acc_z,a_meas_x,a_meas_y,a_meas_z,a_meas_filt_x,a_meas_filt_y,a_meas_filt_z,indi_dist_x,indi_dist_y,indi_dist_z,mbff_drag_x,mbff_drag_y,mbff_drag_z,nn_pred_x,nn_pred_y,nn_pred_z
0.0226,-5.3,-1.0304247876499467e-08,1.0,-5.225954055786133,-0.05435926094651222,1.0505162477493286,0.026596099671579637,0.13230359889738869,0.018716277458778314,-0.9906756248554213,9.400377478802263e-15,-1.824563537575871e-06,0.0,0.0021336176432669163,-0.030061326920986176,0.11907591670751572,-0.4605748060543688,0.41881355337229165,-1.1150017357970683,-3.1964580949794352,0.5357207557990915,-2.37286877238592,-1.538789233240297,0.6905359681921113,0.3955375480541366,-0.938054675959959,0.34463371121420894,0.23758649054376255,0.7994032859872823,0.06377502526012142,0.8313437037641,0.0,0.0,0.0,1.9364800029377842,-0.1806822276869213,0.42652333282475163
0.0333,-5.299999999999999,-4.8870955037680066e-08,1.0,-5.226156234741211,-0.054668158292770386,1.0519320964813232,0.026596099671579637,0.13230359889738869,0.018716277458778314,-0.9906756248554213,1.4310087755111186e-13,-5.856275059113513e-06,0.0,-0.017732711508870125,-0.030723968520760536,0.1166870966553688,-0.23933414501624867,0.4004430885525603,-1.1487601882929994,-2.995044762481444,0.5266984752524441,-2.4509479168777704,-1.8503602733195283,-0.06171878469754841,-0.2224959473263457,-1.2073839630123846,0.22467102729268032,0.1017617457043863,0.8242954991374333,0.055158932496579556,0.8599108025150873,0.0,0.0,0.0,1.9314151183277617,-0.18141431919646336,0.44227692606968394
0.05,-5.299999999999985,-2.4700436338441396e-07,1.0,-5.226535797119141,-0.054951153695583344,1.0533182621002197,0.02750989603085646,0.13438543194287217,0.016017108986443672,-0.9904176861425347,2.4330996248628387e-12,-1.970086351127471e-05,0.0,-0.031643301248550415,-0.026463283225893974,0.11298708617687225,-0.1551990006478299,0.3764766029360619,-1.135270845910145,-2.89492359409242,0.5107912173440018,-2.4818226012069635,-0.833408213168495,0.2552652464718318,-0.22167421937492857,-1.0969794862977107,0.2337029999817604,0.006277537195697347,0.8493843548863944,0.0472795975856049,0.8877269193009278,0.0,0.0,0.0,1.890340238558196,-0.18159421199354484,0.4588248359958907
0.0667,-5.299999999999849,-7.770031096081205e-07,1.0,-5.227795124053955,-0.055365823209285736,1.055949330329895,0.021711838374909784,0.1411182013316692,0.011384032370186604,-0.9896891778660238,1.804217565423144e-11,-4.6440420716796365e-05,0.0,-0.06861642748117447,-0.015482467599213123,0.10902608186006546,-0.04261328649297956,0.35912767433606085,-1.1188790662816246,-2.7440699503061055,0.501451622460715,-2.5031413037816685,-1.112229332822635,0.18415693147811396,-0.2482822097968184,-1.1014815197217125,0.21907609497870104,-0.06887315284519503,0.8722234813757183,0.03962972632740267,0.914885298889912,0.0,0.0,0.0,1.8292331824374077,-0.18195367445205674,0.4693769386101322
0.0833,-5.299999999999105,-1.8914359009904272e-06,1.0,-5.228684425354004,-0.05545833706855774,1.0572826862335205,0.021711838374909784,0.1411182013316692,0.011384032370186604,-0.9896891778660238,8.541855944937699e-11,-9.032138959042748e-05,0.0,-0.08385854214429855,-0.0044105444103479385,0.11118219047784805,0.16643093614838894,0.2460610190309731,-1.147995337442626,-2.485844380794973,0.3933249098404989,-2.5666182931555976,-0.9131822434578906,0.6633386429943721,0.12917630842189465,-1.0458921317190488,0.35023051918420733,-0.010405332020065265,0.8936584523318428,0.035067918430641304,0.9437835620315831,0.0,0.0,0.0,1.7586168646115192,-0.1823318092401671,0.4748393936813885
0.1,-5.299999999996194,-3.9018870532116585e-06,1.0,-5.230799198150635,-0.05543037876486778,1.0597631931304932,0.019474941805398657,0.14657318890909324,0.0068259771442789625,-0.9889846089994673,3.02701846064967e-10,-0.0001551566418690853,0.0,-0.09883768856525421,0.005133273079991341,0.0902366042137146,0.2657284766172244,0.1877968227380977,-1.036712782727409,-2.328506855533992,0.3366701010663744,-2.4818531217303264,-0.9004112266395322,0.5736882577820454,-1.2590597949151572,-1.0029435095049457,0.4161993278784531,-0.37903095181204627,0.9125477792864385,0.0327750185089428,0.9658910505525797,0.0,0.0,0.0,1.6816875528647781,-0.1816482968372195,0.47924928845033776
0.1167,-5.299999999987037,-7.200961755510631e-06,1.0,-5.233386516571045,-0.055267948657274246,1.0616631507873535,0.02223122979417773,0.13457457119392086,-0.0010296896559695856,-0.9906535399068016,8.827359313709455e-10,-0.0002451716760444391,0.0,-0.12787222862243652,0.004614703357219696,0.06290501356124878,0.36682336690918427,0.15850550019232673,-0.9565181432129066,-2.157709403153963,0.30677452891952456,-2.4178924016352363,-0.9614329747976085,0.2768120700074377,-0.8732281803358412,-0.9906888409484338,0.3750496616972458,-0.5249270063872092,0.9282780628811041,0.03064440504509471,0.9849553211582143,0.0,0.0,0.0,1.5962547071820437,-0.17891343377229255,0.4764189372641156
0.1333,-5.299999999962546,-1.2239852789653414e-05,1.0,-5.234938144683838,-0.05516367405653,1.0624375343322754,0.02223122979417773,0.13457457119392086,-0.0010296896559695856,-0.9906535399068016,2.2290278780120643e-09,-0.0003642246220239777,0.0,-0.14864251017570496,0.010478482581675053,0.0564609169960022,0.5830336396997967,0.1514630530424636,-0.8515399713110583,-1.8841871079015564,0.29684418807020807,-2.317820594391735,-1.2450781774785977,0.35150527599722736,-0.38629250096471296,-1.065789222706154,0.36809892870489513,-0.4839995664872759,0.9390503662736581,0.029255990879345987,1.0043025198428275,0.0,0.0,0.0,1.528170381327695,-0.17463712590709043,0.4619781032378492
0.15,-5.299999999904631,-1.9531414944373447e-05,1.0,-5.2385969161987305,-0.05481307953596115,1.0638176202774048,0.017631412309751827,0.13062840918305044,-0.004754206658877285,-0.9912632362173602,5.039624006083972e-09,-0.000516053140051224,0.0,-0.18131405115127563,0.02064082957804203,0.050023626536130905,0.7963330539361536,0.08662358107139949,-0.8219448231763977,-1.5941100382341569,0.22694085179050916,-2.286986505990807,-1.959453421033817,0.6094798406556088,-0.3860721116036319,-1.3296152280452438,0.43935898576462085,-0.455089591931595,0.9405017499029081,0.02997020964311656,1.0231413408101089,0.0,0.0,0.0,1.4499413422674021,-0.17028748036222624,0.44190034200430084
0.1666,-5.2999999997805105,-2.9630309435816437e-05,1.0,-5.242845058441162,-0.05426885932683945,1.0650465488433838,0.016418952845214694,0.12747822728480068,-0.0074969971194207485,-0.9916771604165857,1.0429377729570838e-08,-0.0007039668452344598,0.0,-0.20669329166412354,0.03316780924797058,0.035448137670755386,0.9688983177362519,0.00617115671428841,-0.7428014302636143,-1.317464962195463,0.14075496366693444,-2.2079925654945693,-1.525090260465916,0.75277172608814,-0.8758708164990401,-1.3873230304206572,0.5318841551253994,-0.5793119002741033,0.9363586522493793,0.03339125323353142,1.0384437947455711,0.0,0.0,0.0,1.3500046276823356,-0.16797506018617744,0.42674734048538365
