timestamp,pos_des_x,pos_des_y,pos_des_z,pos_cur_x,pos_cur_y,pos_cur_z,quat_x,quat_y,quat_z,quat_w,vel_des_x,vel_des_y,vel_des_z,vel_cur_x,vel_cur_y,vel_cur_z,fb_acc_x,fb_acc_y,fb_acc_z,cmd_acc_x,cmd_acc_y,cmd_acc_z,a_meas_x,a_meas_y,a_meas_z,a_meas_filt_x,a_meas_filt_y,a_meas_filt_z,indi_dist_x,indi_dist_y,indi_dist_z,mbff_drag_x,mbff_drag_y,mbff_drag_z,nn_pred_x,nn_pred_y,nn_pred_z
0.023,-5.3,-5.5781989909267586e-09,1.0,-5.289778232574463,-0.008550578728318214,0.9760256409645081,0.0007930634189948855,-0.018636374277991117,0.0009536145944075661,-0.9998255792265909,2.700536794932488e-15,-9.682468478894556e-07,0.0,-0.011722532100975513,0.010811497457325459,0.01536287646740675,0.3637262687722641,-0.012421733296615202,0.05100611710325437,0.3637262687722641,-0.012421733296615202,0.05100611710325437,0.2450160472276881,-0.10352594728383488,-0.0188309444121071,0.053030348209867774,-0.004108287332697781,-0.023889581256489562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0333,-5.3,-2.448368328010458e-08,1.0,-5.2898969650268555,-0.008464773185551167,0.9762200117111206,0.00028140660497320336,-0.01847283462760123,0.0009092761097740841,-0.9998289509744718,3.589874866819039e-14,-2.932463082248877e-06,0.0,-0.012148532085120678,0.011817348189651966,0.018558379262685776,0.3667723811388158,-0.018948120924104632,0.03134870669513928,0.3667723811388158,-0.018948120924104632,0.03134870669513928,-0.04156350316359999,0.09813775035474191,0.3117753415117821,0.02510451434049831,0.02607661179978011,0.07520483907737457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,-5.299999999999996,-1.2337071606459378e-07,1.0,-5.290190696716309,-0.008252938278019428,0.9767261147499084,-0.0008456626859363601,-0.019414034999488735,0.0008303350625132171,-0.9998108699764606,6.071432237303345e-13,-9.842582471717982e-06,0.0,-0.015323587693274021,0.01378768403083086,0.024654898792505264,0.387128006696921,-0.032058497301061376,-0.006985707330942448,0.387128006696921,-0.032058497301061376,-0.006985707330942448,-0.19064533287761443,0.11830826879303681,0.36606382331467513,-0.03858878393707647,0.05330508271298353,0.16107172741407938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0667,-5.299999999999962,-3.887396624373374e-07,1.0,-5.290349960327148,-0.008142232894897461,0.976992666721344,-0.0008456626859363601,-0.019414034999488735,0.0008303350625132171,-0.9998108699764606,4.5153771992446545e-12,-2.3230854145079277e-05,0.0,-0.015566165558993816,0.013645878992974758,0.023233942687511444,0.38921880666545206,-0.032157655843279113,0.0009749038893414608,0.38921880666545206,-0.032157655843279113,0.0009749038893414608,-0.014540957146532136,-0.008500284939474925,-0.0851770286976033,-0.03148942593313251,0.035059008531232165,0.08837459378576677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0833,-5.299999999999777,-9.448568716090074e-07,1.0,-5.290650367736816,-0.007931380532681942,0.9774669408798218,-0.0008657561959639291,-0.01935354110098544,0.0008818806582420172,-0.9998120079413704,2.1320675010152688e-11,-4.5129957035382706e-05,0.0,-0.011352073401212692,0.01099904254078865,0.019242577254772186,0.3652805609733657,-0.017905789653528185,0.02330236492995935,0.3652805609733657,-0.017905789653528185,0.02330236492995935,0.2530013969504165,-0.15890808620924107,-0.23962955540923536,0.05249746477755232,-0.02220362307957894,-0.0084582261690902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,-5.299999999999048,-1.9512764779284857e-06,1.0,-5.29085636138916,-0.007825260981917381,0.9779075980186462,-0.0010124529120176522,-0.01766765728238206,0.000823844447842498,-0.9998430701687229,7.569802430368298e-11,-7.75882097282385e-05,0.0,-0.009762221947312355,0.007924528792500496,0.021832143887877464,0.3566190740890173,-0.000751906995819937,0.006297881444721709,0.3566190740890173,-0.000751906995819937,0.006297881444721709,0.09541847767761322,-0.18452379355369536,0.15541861182657224,0.06516853227664303,-0.07012350421869626,0.039921211674457176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1166,-5.299999999996761,-3.5995749338742352e-06,1.0,-5.291110992431641,-0.007661446463316679,0.9784494042396545,-0.0010124529120176522,-0.01766765728238206,0.000823844447842498,-0.9998430701687229,2.2058701816868046e-10,-0.00012256281489931626,0.0,-0.013610060326755047,0.012910985387861729,0.02806827425956726,0.380831173434655,-0.03245071121683822,-0.033109846562767886,0.380831173434655,-0.03245071121683822,-0.033109846562767886,-0.2309564233353368,0.2992990003255628,0.3743073965354398,-0.022252967058926286,0.0389367712613544,0.13863812520589255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1333,-5.299999999990639,-6.118840992742391e-06,1.0,-5.291254043579102,-0.007556532975286245,0.9787538051605225,-0.0016502954148474261,-0.018089693432856883,0.0010506787865281698,-0.9998344722116267,5.570844328264062e-10,-0.00018208822013337546,0.0,-0.013555774465203285,0.013941897079348564,0.02878888137638569,0.38107487849887867,-0.04033134635295721,-0.03824686254781001,0.38107487849887867,-0.04033134635295721,-0.03824686254781001,0.0032551990256908803,0.061817619501193764,0.0432105067050767,-0.01472249020394643,0.04569161586762053,0.11046614804130893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15,-5.299999999976184,-9.760294977284025e-06,1.0,-5.291497230529785,-0.007334750611335039,0.9793546795845032,-0.0007931424443357232,-0.01763578306965119,0.0013019582973501323,-0.9998433230498139,1.25868752051508e-09,-0.0002579199754576155,0.0,-0.00819938164204359,0.012274285778403282,0.028325583785772324,0.3500107810696074,-0.032823985397903856,-0.03778329212205905,0.3500107810696074,-0.032823985397903856,-0.03778329212205905,0.3213930710234182,-0.10005963621017695,-0.02779867727422285,0.08450496683960924,0.0026631822783438897,0.06964784446579841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1667,-5.299999999945097,-1.4819351129854713e-05,1.0,-5.291579246520996,-0.0072510866448283195,0.979674756526947,-0.0003228955675205023,-0.017149661318926538,0.0014261229130631823,-0.9998519210069102,2.6086331505911803e-09,-0.00035205767481469264,0.0,-0.007215614430606365,0.010557977482676506,0.032674841582775116,0.3443779201403775,-0.024563202773113517,-0.06480147385086527,0.3443779201403775,-0.024563202773113517,-0.06480147385086527,0.05900498712998713,-0.10294178106678106,0.26086242492492495,0.07697690675215481,-0.028513333101216957,0.12609788355153642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
